Sort,Latitude,Longitude,Sample Sites,Flow (cfs),Year,High_Low,Notes,DATE,TIME,D'/W',Depth(ft),Width(ft),Temp_C,Temp_F,pH,COND.,DO,TURB.,NH3,Hardness,Ca,Mg,Na,K,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,TSS,
336,43.60152778,101.966675,Lost Dog Creek I,NA,1998,H,NA,,,,,,,,,,,,,,,,100,,230,9.7,0.33,28,0,0,0.14,0.27,0.018,0,0,,0,2.4,0,0.13,0,0.005,,0,0,,,,,,
338,43.60152778,101.966675,Lost Dog Creek I,NA,1999,H,NA,8/11/99,11:52am,"4'2""/3'8""",0,,21.11,69.998,7.94,600,8.26,5.2,,,,,83,,278,14,0.4,26,0,0.16,0.27,0.27,0.012,0.1,0,0,0.02,0.22,0,0.05,0,0,0,0,0.01,,,,,,
339,43.60152778,101.966675,Lost Dog Creek I,NA,1999,L,NA,12/15/99,2:36pm,"7""/5'10""",0.6,5.9,2.56,36.608,7.33,570,1.8,8.4,,,,,86.1,,274,7,0.3,31,0,0.23,0.11,0.13,0.007,0.1,0,0.0009,0,0.68,0.003,0.1,0,0,0,0,0,,,,,,
340,43.60152778,101.966675,Lost Dog Creek I,NA,2000,H,NA,,,,,,,,,,,,,,,,80,,216,9,0.2,25,0,0,0.13,0.16,0.011,0,0,0,0,0.57,0,0.06,0,0,0,0,0,,,,,,
341,43.60152778,101.966675,Lost Dog Creek I,NA,2000,L,NA,,,,,,,,,,,,,,,,78,,282,10,0.3,24,0,0.35,0.1,0.1,0,0,0,0,0.02,0.19,0,0.09,0,0,0,0,0.009,,,,,,
826,43.60152778,101.966675,Lost Dog Creek I,NA,2008,H,NA,7/16/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,127,48,2,NA,NA,NA,NA,NA,NA,0.1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,>2419.6,,nd,6,
827,43.60152778,101.966675,Lost Dog Creek I,NA,2008,H,NA,8/21/08,11:40am,NA,NA,NA,19,66.2,7.76,630.7,5.69,52.6,nd,137,52,2,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,>2419.6,90,3,nd,
828,43.60152778,101.966675,Lost Dog Creek I,NA,2008,H,NA,9/9/08,11:10am,NA,NA,NA,11.8,53.3,8.09,632,8.63,meter,nd,140,52,3,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,>2419.6,12,nd,nd,
829,43.60152778,101.966675,Lost Dog Creek I,NA,2008,L,NA,10/6/08,12:20pm,NA,NA,NA,13.9,57,7.93,653.5,7.38,62.8,nd,137,51,2,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,>2419.6,18,nd,nd,
998,43.60152778,101.966675,Lost Dog Creek I,NA,2010,L,NA,4/21/10,10:35am,NA,NA,NA,12,53.6,8.38,620.3,15.95,NA,NA,130,49,3,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,>2419.6,60,<6,8,
999,43.60152778,101.966675,Lost Dog Creek I,NA,2010,H,NA,5/19/10,11:15am,NA,NA,NA,14.4,57.9,8.64,640.8,8.57,4.7,NA,150,54,3,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,>2419.6,300,nd,nd,
1000,43.60152778,101.966675,Lost Dog Creek I,NA,2010,H,NA,6/2/10,11:25am,NA,NA,NA,13.6,56.5,8.05,684.1,6.52,4.6,NA,140,51,2,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,>4839.2,130,nd,nd,
1001,43.60152778,101.966675,Lost Dog Creek I,NA,2010,H,NA,7/22/10,10:41am,NA,NA,NA,14.6,58.3,7.93,761.2,6.75,26.2,NA,140,50,3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,>2419.6,78,nd,nd,
1002,43.60152778,101.966675,Lost Dog Creek I,NA,2010,L,NA,9/28/10,9:59am,NA,NA,NA,14.4,58,7.83,752,7.08,7.2,NA,150,55,3,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,>2419.6,460,nd,14,
1148,43.60152778,101.966675,Lost Dog Creek I,NA,2012,H,NA,5/30/12,8:45am,NA,NA,NA,16.9,62.5,8.78,620.3,9.83,NA,,140,51,3,NA,NA,NA,NA,NA,NA,0.4,,,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,>2419.6,160,<3,,
1231,43.60152778,101.966675,Lost Dog Creek I,NA,2013,H,NA,5/30/13,12:10pm,NA,NA,NA,19.6,67.2,8.27,538.2,7.89,error,nd,38,13,2,,,,,,,,,,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2700,
623,43.63102222,102.2466694,White River III,NA,1993,H,NA,6/10/93,NA,4'/---,0,,20,68,8.91,350,,,,,,,97,,121,5,0.28,174,0.42,0,0.405,3.1,0.232,6.64,0.0021,0.249,0.107,128,0.063,2.26,0.0014,0.13,0.004,0.0008,0.49,,,,,,
624,43.63102222,102.2466694,White River III,NA,1993,L,NA,12/3/93,NA,1'/200',1,200,0,32,7.77,398,12.14,,,,,,113,,284,11,0.4,105,1.43,0,0.08,1.09,0.401,0.21,0,0.059,0.046,55,0.04,0.59,0,0.056,0.002,0.0132,0.24,,,,,,
625,43.63102222,102.2466694,White River III,NA,1994,H,NA,6/28/94,1:35pm,"8""/50'",0.7,50,26.2,79.16,8.83,190,6.64,,,,,,118,,220,24,0.42,191,0,0,0.015,0.278,0.065,0.22,0.023,,0.016,13,0.013,0.23,0,,,,0.21,,,,,,
626,43.63102222,102.2466694,White River III,NA,1994,L,NA,NA,NA,,,,,,,,,,,,,,143,,218,17,0.54,101,0,0,0.332,0.368,0.077,0.11,0.03,,0.012,0.3,0.012,0.37,0.01,,,,0.26,,,,,,
627,43.63102222,102.2466694,White River III,NA,1995,H,date = e,5/12/95,NA,,,,NA,NA,,,,,,,,,69,,274,14,0.4,66,0,0,0.08,0.095,0,0.18,0,,0,0.31,0,0.03,0.002,,,,0.02,,,,,,
628,43.63102222,102.2466694,White River III,NA,1995,L,NA,11/20/95,1:06pm,0.8'/102.5',0.8,102.5,3.79,38.822,8.6,937,4.53,29,,,,,99,,252,11,0.29,185,0,0,0.26,0.26,0.023,0.152,0.007,,0.01,6.26,0.005,0.06,0,,,,0.07, ,,,,,
629,43.63102222,102.2466694,White River III,NA,1996,H,NA,6/17/96,12:10pm,1.5'/---,1.5,,25.59,78.062,10.22,795,11.5,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,43.63102222,102.2466694,White River III,NA,1996,L,NA,10/31/96,2:00pm,"2'5""/130'",2.4,130,1.45,34.61,10.99,420,2,37.9,,,,,148,,580,9,0.4,360,0.9,0,0.31,12.9,0.057,2.3,0.177,,0.253,177,0.261,4.1,0.0005,,,,0.6,,,,,,
631,43.63102222,102.2466694,White River III,NA,1997,H,NA,7/1/97,1:25pm,"1'6""/120'",1.5,120,24.59,76.262,8.64,906,3.58,160.5,,,,,150,,0,8,0.53,251,0.59,0.59,2.89,3.19,0.034,0.8,0.07,0.0022,0.09,75,0.052,1.6,0.0003,0.05,,0,0.25,,,,,,
632,43.63102222,102.2466694,White River III,NA,1997,L,NA,10/7/97,11:35am,1'/52',1,52,16.1,60.98,9.28,1.06,6.51,95.8,,,,,0,,225,14,0.4,289,0,0,0.09,0.13,0.008,0.11,0,0,0,1.9,0.002,0.06,0,0,,0,0.03,,,,,,
635,43.63102222,102.2466694,White River III,NA,1999,H,NA,7/28/99,NA,"3""/135'",3,135,31.18,88.124,8.44,840,8.51,286,,,,,102,,152,11,0.7,282,0,0,0.28,0.4,0.013,0.14,0,0.0006,0.01,7.27,0.006,0.14,0,0,0,0,0.03,,,,,,
636,43.63102222,102.2466694,White River III,NA,1999,L,NA,12/15/99,12:47pm,"2'1""/",2.1,,-0.16,31.712,7.59,930,1.9,46.2,,,,,127,,318,13,0.5,191,0,0.07,0.11,0.12,0.007,0.11,0,0,0,1.89,0,0.03,0,0,0,0,0.007,,,,,,
637,43.63102222,102.2466694,White River III,NA,2000,H,NA,NA,NA,,,,,,,,,,,,,,117,,260,15,0.2,281,0,0,0.33,0.37,0.007,0.2,0,0,0,6.59,0.003,0.21,0,0,0,0,0.028,,,,,,
638,43.63102222,102.2466694,White River III,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,146,,390,20,0.5,264,0,0,0.22,0.24,0.005,0,0,0,0,4.76,0.003,0.08,0,0,0,0,0.059,,,,,,
639,43.63102222,102.2466694,White River III,NA,2004,H,NA,NA,NA,,,,,,,,,,,,,,80,,250,11,0.63,93,0,0,0.14,0.19,0.009,0.12,0,0,0,5.7,0.004,0.12,0,0,0,0,0.02,,,,,,
764,43.63102222,102.2466694,White River III,NA,2006,H,NA,6/29/06,2:08pm,NA,0.4,36,22.2,71.942,8.58,833.2,7.77,300,nd,58,17,4,120,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,280,
1003,43.63102222,102.2466694,White River III,NA,2010,L,NA,4/21/10,11:38am,NA,NA,NA,14.3,57.8,8.66,694.5,12.79,100.3,NA,170,51,10,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,872,500,<12,820,
1004,43.63102222,102.2466694,White River III,NA,2010,H,NA,5/19/10,12:35pm,NA,NA,NA,15.8,60.5,8.98,425.1,6.78,NA,NA,170,54,9,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,957,330,nd,330,
1005,43.63102222,102.2466694,White River III,NA,2010,H,NA,6/2/10,12:36pm,NA,NA,NA,20.1,68.1,6.31,566.4,4.62,NA,NA,130,40,6,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,>4839.2,560,nd,620,
1006,43.63102222,102.2466694,White River III,NA,2010,L,NA,9/28/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,11,1,NA,NA,NA,NA,NA,NA,0.6,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6130,24200,12000,5,6500,
212,43.66493333,101.7775083,Eagle Nest II,NA,1993,H,NA,6/22/93,3:10pm,"4""/3""",0.3,3,23,73.4,7.68,500,7.1,,,,,,146,,279,8,0.74,47,0,0,0.515,0.936,0.061,0.195,0,0.04,0.03,29.2,0.019,0.45,0.005,0.022,0.002,0.0005,0.38,,,,,,
213,43.66493333,101.7775083,Eagle Nest II,NA,1993,L,NA,12/3/93,,"1'/19'2""",1,19.2,0,32,9.03,650,7.87,,,,,,80,,208,4,0.29,11,0.57,0,0.135,0.921,0.28,0.15,0.0005,0.052,0.032,45.8,0.035,0.57,0,0.041,0,0.0136,0.2,,,,,,
214,43.66493333,101.7775083,Eagle Nest II,NA,1994,H,NA,6/22/94,12:45pm,"2""/13'8""",2,13.8,30.4,86.72,8.9,70,6.55,169.1,,,,,101,,260,16,0.39,46,0.15,0.064,*0.83,*0.670,0.076,0.13,0.014,,0.01,14.3,0.009,0.24,0,,,,0.12,,,,,,
215,43.66493333,101.7775083,Eagle Nest II,NA,1994,L,NA,,,,,,,,,,,,,,,,124,,244,14,0.46,63,0.24,0,0.453,0.46,0.069,0.07,0.028,,0.013,0.64,0.009,0.25,0.001,,,,0.11,,,,,,
216,43.66493333,101.7775083,Eagle Nest II,NA,1995,H,NA,6/6/95,1:47pm,2.4'/---,0.2,,31,87.8,9.08,67.7,2.55,13.2,,,,,131,,296,10,0.29,27,0.18,0,0.12,0.15,0.02,0.06,0,,0.006,5.29,0,0.12,0.0005,,,,0.02,,,,,,
217,43.66493333,101.7775083,Eagle Nest II,NA,1995,L,NA,10/17/95,12:55pm,0.3'/8',0.3,8,12.91,55.238,8.61,703,7.74,21.3,,,,,113,,314,11,0.23,28,0,0,0.151,0.165,0.011,0,0,,0,0.99,0,0,0.0003,,,,0.033,,,,,,
218,43.66493333,101.7775083,Eagle Nest II,NA,1996,H,NA,6/18/96,12:00pm,"8'/10'4""",0.7,10.4,29.11,84.398,10.36,661,12.2,17.7,,,,,126,,300,9,0.3,19,0,0,0.06,0.08,0.013,0,0,,0.011,0.4,0,0,0,,,,0.033,,,,,,
219,43.66493333,101.7775083,Eagle Nest II,NA,1996,H,NA,8/14/96,,"9'5""/6'",0.8,6,29.95,85.91,12.8,641,10.79,186.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,43.66493333,101.7775083,Eagle Nest II,NA,1997,H,NA,6/17/97,1:40pm,"1'2""/10'5""",1.2,10.5,27.92,82.256,9.03,633,3.42,24.8,,,,,110,,292,10,0.27,32,0,0,0.14,0.18,0.013,0,0,0,0,0.62,0,0.02,0.0002,0,,0,0,,,,,,
221,43.66493333,101.7775083,Eagle Nest II,NA,1997,L,NA,10/7/97,12:38pm,6'/10',0.5,10,19.84,67.712,9.52,626,5.18,13.7,,,,,110,,287,12,0.28,26,0,0,0.02,0.04,0.009,0.02,0,0,0,0.17,0.003,0,0,0,,0,0,,,,,,
222,43.66493333,101.7775083,Eagle Nest II,NA,1998,H,NA,,,,,,,,,,,,,,,,100,,285,31,0.33,31,0,0,0.05,0.05,0.01,0,0,0,0,0.79,0.004,0,0,0,,0,0,,,,,,
224,43.66493333,101.7775083,Eagle Nest II,NA,1999,H,NA,8/11/99,12:35pm,"6'2""/9""",0.8,6.3,30.8,87.44,8.78,587,7.91,57.7,,,,,114,,276,18,0.4,38,0,0,0.22,0.25,0.013,0.04,0,0,0,4.32,0.004,0.09,0,0,0,0,0.02,,,,,,
225,43.66493333,101.7775083,Eagle Nest II,NA,1999,L,NA,12/15/99,2:00pm,"6""/9'5""",0.5,9.5,NA,NA,7.52,611,4.2,15.7,,,,,119,,340,13,0.3,31,0,0.34,0.09,0.09,0.009,0,0,0,0,0.75,0,0.02,0,0,0,0,0,,,,,,
227,43.66493333,101.7775083,Eagle Nest II,NA,2000,L,NA,,,,,,,,,,,,,,,,110,,252,6,0.3,72,1.25,0.05,0.95,0.99,0.01,0.1,0,0.02,0,31.9,0.023,0.61,0,0,0,0,0.102,,,,,,
228,43.66493333,101.7775083,Eagle Nest II,NA,2004,H,NA,,,,,,,,,,,,,,,,,,300,14,3.9,50,6,3.8,11,11,0.025,1.2,0,0.16,0.27,210,0.42,5,0.0002,0.12,0,0,0.84,,,,,,
777,43.66493333,101.7775083,Eagle Nest II,NA,2007,H,NA,5/24/07,1:40pm,NA,0.2,5.2,22.8,72.95,8.72,400,4.76,beyond meter,nd,26,7.6,1.7,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,nd,2600,
818,43.66493333,101.7775083,Eagle Nest II,NA,2008,H,NA,6/19/08,NA,NA,NA,NA,NA,NA,8.89,NA ,NA ,12000,nd,62,20,3,NA,NA,NA,NA,NA,NA,1.6,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>4839.2,>4839.2,,7,23000,
819,43.66493333,101.7775083,Eagle Nest II,dry,2008,H,NA,7/16/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dry,,,,,
820,43.66493333,101.7775083,Eagle Nest II,dry,2008,H,NA,8/12/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dry,,,,,
1144,43.66493333,101.7775083,Eagle Nest II,NA,2012,H,NA,5/8/12,11:30am,NA,NA,NA,15,59,9.2,error,14.25,NA,,63,24,nd,NA,NA,NA,NA,NA,NA,0.3,,,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410,>2419.6,690,<3,,
1145,43.66493333,101.7775083,Eagle Nest II,NA,2012,H,NA,6/6/12,11:29am,NA,NA,NA,23.8,74.8,9.04,541,12.03,NA,,25,9,nd,NA,NA,NA,NA,NA,NA,0.6,,,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7950,>9678.4,6000,<3,,
1221,43.66493333,101.7775083,Eagle Nest II,NA,2013,H,NA,5/28/13,11:25am,NA,NA,NA,15.6,60.1,8.94,287.4,9.44,error,nd,37,9,3,,,,,,,,,,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,6700,
1222,43.66493333,101.7775083,Eagle Nest II,NA,2013,H,NA,6/20/13,11:20am,NA,NA,NA,26.9,80.4,9.07,570.8,error,7,nd,25,9,nd,,,,,,,,,,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,630,
1223,43.66493333,101.7775083,Eagle Nest II,NA,2013,H,NA,7/9/13,10:25am,NA,NA,NA,26.8,80.3,8.55,486.2,NA,NA,nd,28,11,nd,,,,,,,nd,,,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,>2419.6,,<3,nd,
1224,43.66493333,101.7775083,Eagle Nest II,NA,2013,H,NA,8/12/13,12:34pm,NA,NA,NA,21.7,71.1,8.86,287.9,6.79,NA,nd,280,27,51,,,,,,,1.7,,,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9680,>9678.4,,<3,64000,
1225,43.66493333,101.7775083,Eagle Nest II,NA,2013,L,NA,9/11/13,10:34am,NA,NA,NA,20.1,68.2,8.53,455.4,7.13,NA,nd,23,6,2,,,,,,,1.7,,,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>24196.0,>24196.0,,<3,8000,
1288,43.66493333,101.7775083,Eagle Nest II,dry,2012,H,NA,7/25/12,11:35am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1289,43.66493333,101.7775083,Eagle Nest II,dry,2012,H,NA,8/28/12,11:55am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1290,43.66493333,101.7775083,Eagle Nest II,dry,2012,L,NA,9/20/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
81,43.67711111,101.845075,Bear in the Lodge II,NA,1993,H,NA,6/15/93,8:27am,"1'4""/11'11""",1.3,11.9,26.1,78.98,8.48,580,7.7,171.4,,,,,77,,264,5,0.54,32,0.27,0,0.325,0.483,0.013,0.12,0,0.015,0.01,6.4,0.006,0.26,0.0022,0.006,0,0,0.11,,,,,,
82,43.67711111,101.845075,Bear in the Lodge II,NA,1993,L,NA,12/3/93,10:30am,"1'4""/19'6""",1.3,19.5,NA,NA,7.59,,13.16,,,,,,67,,258,5,0.42,19,0.65,0,0.088,0.564,0.081,0.07,0,0.027,0.013,16.5,0.01,0.23,0,0.013,0,0.0051,0.1,,,,,,
83,43.67711111,101.845075,Bear in the Lodge II,NA,1994,H,NA,6/27/94,1:44pm,"1'/24'10""",1,24.8,26.6,79.88,8.43,175,6.98,167.6,,,,,63,,208,15,0.39,42,0.37,0.12,0.64,1.3,0.042,0.31,0.025,,0.02,22.6,0.02,0.57,0,,,,0.17,,,,,,
84,43.67711111,101.845075,Bear in the Lodge II,NA,1994,L,NA,,,,,,,,,,,,,,,,70,,220,9,0.43,56,0.2,0,0.674,0.71,0.065,0.12,0.029,,0.011,0.85,0.007,0.31,0.0003,,,,0.65,,,,,,
85,43.67711111,101.845075,Bear in the Lodge II,NA,1995,H,NA,6/6/95,2:12pm,    ----,,,22.9,73.22,8.6,58,3.16,58.5,,,,,113,,248,7,0.37,29,0.28,0,0.177,0.72,0.006,1.22,0.024,,0.05,53.6,0.036,1.38,0.0006,,,,0.18,,,,,,
86,43.67711111,101.845075,Bear in the Lodge II,NA,1995,L,NA,10/16/95,1:14pm,.8'16',0.7,16,12.57,54.626,8.51,623,8,8.2,,,,,69,,244,11,0.43,30,0,0,0.233,0.253,0.012,0,0,,0,2.05,0,0.08,0,,,,0.016,,,,,,
87,43.67711111,101.845075,Bear in the Lodge II,NA,1996,H,date = e,6/12/96,,,,,NA,NA,,,,,,,,,94,,300,6,0.5,42,0.21,0,0.28,0.45,0.014,0.195,0.008,,0.012,8.5,0.005,0.31,0.0007,,,,0.057,,,,,,
88,43.67711111,101.845075,Bear in the Lodge II,NA,1996,H,NA,8/20/96,12:40pm,"1'7""/11'8""",1.6,11.8,24.8,76.64,10.6,597,1.34,126.4,,,,, ,, , , , , , , , ,  , , , , , , , , , , , , , , ,,,,
90,43.67711111,101.845075,Bear in the Lodge II,NA,1997,L,NA,10/7/97,12:15pm,1'/10',1,10,16.77,62.186,9.29,638,4.88,51.7,,,,,88,,304,9,0.42,35,0,0,0.16,0.22,0.01,0.04,0,0,0,0.93,0.003,0.05,0.0002,0,,0,0.02,,,,,,
96,43.67711111,101.845075,Bear in the Lodge II,NA,2000,L,NA,,,,,,,,,,,,,,,,52,,154,5,0.2,3,0.43,0.13,1.05,1.06,0,0.1,0,0.01,0.02,23.2,0.022,0.47,0,0,0,0,0.08,,,,,,
1120,43.67711111,101.845075,Bear in the Lodge II,NA,2012,H,NA,5/8/12,11:54am,NA,NA,NA,14.1,57.4,9,433.4,11.01,,,91,31,3,NA,NA,NA,NA,NA,NA,0.4,,,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2420,>2419.6,1800,5,620,
1121,43.67711111,101.845075,Bear in the Lodge II,NA,2012,H,NA,6/6/12,12:18pm,NA,NA,NA,23.2,73.7,9,568.6,10.43,,,120,41,5,NA,NA,NA,NA,NA,NA,nd,,,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,>2419.6,400,nd,75,
1122,43.67711111,101.845075,Bear in the Lodge II,NA,2012,H,NA,7/25/12,11:57am,NA,NA,NA,26.4,79.5,8.62,396.5,8.35,54.3,,80,28,2,NA,NA,NA,NA,NA,NA,0.4,,,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>4839.2,>4839.2,6400,4,420,
1123,43.67711111,101.845075,Bear in the Lodge II,dry,2012,L,NA,10/16/12,12:01pm,NA,NA,NA,NA,NA,NA,NA,NA,NA,,140,49,5,NA,NA,NA,NA,NA,NA,nd,,,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,>2419.6,96,3,,
1194,43.67711111,101.845075,Bear in the Lodge II,NA,2013,H,NA,5/28/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,34,9,3,,,,,,,,,,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,15000,
1195,43.67711111,101.845075,Bear in the Lodge II,NA,2013,H,NA,6/20/13,10:03am,NA,NA,NA,21.9,71.4,8.85,500.8,error,6.4,nd,130,43,5,,,,,,,,,,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,220,
1196,43.67711111,101.845075,Bear in the Lodge II,NA,2013,H,NA,7/9/13,11:15am,NA,NA,NA,23.4,74.2,8.66,475.5,NA,NA,nd,120,42,4,,,,,,,nd,,,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,>2419.6,,nd,70,
1197,43.67711111,101.845075,Bear in the Lodge II,NA,2013,H,NA,8/28/13,11:37am,NA,NA,NA,24.6,76.3,8.62,528.3,7.28,NA,nd,100,35,3,,,,,,,nd,,,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,>2419.6,,<4,95,
1198,43.67711111,101.845075,Bear in the Lodge II,NA,2013,L,NA,9/11/13,10:50am,NA,NA,NA,19.8,67.6,8.41,451.6,7.42,NA,nd,28,10,nd,,,,,,,0.6,,,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>24196.0,>24196.0,,<3,2900,
1281,43.67711111,101.845075,Bear in the Lodge II,dry,2012,H,NA,8/28/12,12:30am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1282,43.67711111,101.845075,Bear in the Lodge II,dry,2012,L,NA,9/20/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1299,43.67711111,101.845075,Bear in the Lodge II,,,,,10/16/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,49,5,,,,,,,nd,,,0.13,,,,,,,,,,,,,,178,>2419.6,96,3,60,
441,43.74068333,101.4692472,Pass Creek III,NA,1993,H,NA,6/14/93,,"8""/15'10""",0.7,15.9,23,73.4,8.55,520,8.36,,,,,,93,,238,8,0.38,41,0,0,0.235,0.277,0.066,0.207,0.0007,0.035,0.032,27.8,0.017,0.35,0.0021,0.026,0.002,0.0005,0.16,,,,,,
442,43.74068333,101.4692472,Pass Creek III,NA,1993,L,NA,12/8/93,10:15am,"1'2""/12'",1.2,12,0,32,8.35,361,13.3,144.4,,,,,94,,326,11,0.36,41,0.2,0,0.17,0.616,0,0.06,0,0.01,0.006,7.4,0.005,0.09,0,0,0,0.0032,0.1,,,,,,
443,43.74068333,101.4692472,Pass Creek III,NA,1994,H,NA,,,,,,,,,,,,,,,,114,,320,20,0.46,64,0,0,0.241,0.476,0.064,0.15,0.016,,0.01,12.2,0,0.24,0,,,,0.11,,,,,,
444,43.74068333,101.4692472,Pass Creek III,NA,1994,L,NA,,,,,,,,,,,,,,,,91,,259,18,0.38,14,0,0,0.152,0.17,0.01,0.05,0.007,,0,0.23,0,0.07,0.003,,,,0.08,,,,,,
