Sort,Latitude,Longitude,Sample Sites,Flow (cfs),Year,High_Low,Notes,DATE,TIME,D'/W',Depth(ft),Width(ft),Temp_C,Temp_F,pH,COND.,DO,TURB.,NH3,Hardness,Ca,Mg,Na,K,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,TSS,
1203,43.34268333,101.2461222,Black Pipe I,NA,2013,L,NA,9/30/13,10:05am,NA,NA,NA,12.4,54.4,8.02,338.8,9.36,NA,nd,160,51,7,,,,,,,0.8,,,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,2420,,<3,10,
409,43.35099722,101.3930389,Pass Creek I,NA,1993,H,NA,6/15/93,8:50am,"1""/6'8""",1,6.8,20,68,8.49,416,11.23,14.15,,,,,41,,231,3,0.6,12,0.22,0,0.212,0.215,0,0.192,0,0.016,0,0.56,0,0.06,0.0026,0.006,0,0,1.63,,,,,,
410,43.35099722,101.3930389,Pass Creek I,NA,1993,L,NA,12/1/93,,"6""/6'",0.5,6,0.7,33.26,7.68,107,1.82,8.39,,,,,29,,210,3,0.47,15,0,0,0.075,0.085,0,0.16,0,0.007,0,0.19,0,0.03,0,0,0.003,0,0.07,,,,,,
411,43.35099722,101.3930389,Pass Creek I,NA,1994,H,NA,5/26/94,9:15am,"1'6""/6'",1.5,6,14.6,58.28,8.47,122,8.31,1.58,,,,,38,,236,13,0.54,18,0.2,0,0.235,0.236,0,0.2,0.008,,0,6.8,0,0.12,0,,,,0.01,,,,,,
412,43.35099722,101.3930389,Pass Creek I,NA,1994,L,NA,,,,,,,,,,,,,,,,35,,206,14,0.52,18,0,0,0.194,0.22,0.007,0.19,0.008,,0,0.09,0,0.04,0.0003,,,,0,,,,,,
413,43.35099722,101.3930389,Pass Creek I,NA,1995,H,NA,6/10/95,,1.1'/5',1.1,5,23.62,74.516,,48.4,10.2,17.3,,,,,54,,256,4,0.64,50,0.1,0,0.215,0.293,0.011,0.12,0,,0,1.11,0,0.08,0.0004,,,,0.05,,,,,,
414,43.35099722,101.3930389,Pass Creek I,NA,1995,L,NA,10/30/95,11:05am,12'/5.9',1,5.9,4.29,39.722,8.19,592,7.56,1.4,,,,,38,,228,6,0.49,23,0.19,0,0.075,0.087,0,0.15,0,,0,0.13,0,0,0,,,,0.005,,,,,,
415,43.35099722,101.3930389,Pass Creek I,NA,1996,H,NA,6/19/96,11:37am,"1'8""/7'2""",1.7,7.3,17.87,64.166,8.65,539,9.1,28.1,,,,,7,,240,3,0.5,18,0.3,0,0.25,0.27,0.009,0.204,0,,0,0.92,0.002,0.06,0,,,,0.021,,,,,,
416,43.35099722,101.3930389,Pass Creek I,NA,1996,L,NA,10/10/96,2:11pm,"11""/10'",0.9,10,11.2,52.16,10.21,505,13,5.4,,,,,34,,220,4,0.5,17,0,0,0.1,0.11,0.008,0.227,0,,0.006,0.22,0,0.04,0.0004,,,,0.037,,,,,,
417,43.35099722,101.3930389,Pass Creek I,NA,1997,H,NA,6/17/97,11:31am,"1'7""/7'6""",1.6,7.5,19.31,66.758,8.04,496,2.94,24.7,,,,,40,,226,0,0.48,40,0.33,0.33,0.25,0.28,0.01,0.2,0,0,0,0.85,0,0.11,0.0002,0,,0,0,,,,,,
418,43.35099722,101.3930389,Pass Creek I,NA,1997,L,NA,10/9/97,3:42pm,"8""/8'",0.7,8,12.69,54.842,8.55,480,3.88,13.5,,,,,36,,216,8,0.47,17,0.15,0.15,0.16,0.19,0.007,0.18,0,0,0.01,0.32,0.002,0.03,0.0002,0,,0,0.02,,,,,,
424,43.35099722,101.3930389,Pass Creek I,NA,2000,L,NA,,,,,,,,,,,,,,,,30,,218,4,0.6,22,0,0.52,0.11,0.14,0,0.1,0,0,0,0.59,0.002,0.06,0,0,0,0,0.011,,,,,,
904,43.35099722,101.3930389,Pass Creek I,NA,2009,H,NA,5/20/09,10:30am,NA,NA,NA,14.3,57.8,8.1,559.6,8.04,31.8,nd,180,59,7,,,,,,,0.2,,,0.23,,,,,,,,,,,,,,575,>2419.6,300,nd,20,
905,43.35099722,101.3930389,Pass Creek I,NA,2009,H,NA,6/22/09,10:39am,NA,NA,NA,14.4,57.9,8.07,482.8,7.48,32.2,nd,170,58,7,,,,,,,0.4,,,0.3,,,,,,,,,,,,,,957,>4839.2,990,nd,82,
906,43.35099722,101.3930389,Pass Creek I,NA,2009,H,NA,7/21/09,9:45am,NA,NA,NA,14.6,58.2,8.02,498.7,8.02,19.3,nd,160,51,7,,,,,,,0.5,,,0.26,,,,,,,,,,,,,,830,>2419.6,830,nd,52,
907,43.35099722,101.3930389,Pass Creek I,NA,2009,H,NA,8/18/09,10:52am,NA,NA,NA,10.8,51.5,8.13,529.6,8.43,17.6,nd,160,52,7,,,,,,,0.4,,,0.2,,,,,,,,,,,,,,629,>2419.6,700,nd,32,
908,43.35099722,101.3930389,Pass Creek I,NA,2009,H,NA,9/2/09,8:05am,NA,NA,NA,16.3,61.3,8.15,460.7,5.94,8.5,nd,150,51,5,,,,,,,0.17,,,0.092,,,,,,,,,,,,,,629,>2419.6,820,nd,14,
1149,43.35099722,101.3930389,Pass Creek I,NA,2012,H,NA,5/23/12,10:47am,NA,NA,NA,16.6,61.8,8.84,error,6.52,NA,,150,51,6,NA,NA,NA,NA,NA,NA,0.4,,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,>2419.6,660,<3,,
1150,43.35099722,101.3930389,Pass Creek I,NA,2012,H,NA,6/19/12,3:05pm,NA,NA,NA,22.3,72.1,8.62,474.3,error,NA,,160,53,6,NA,NA,NA,NA,NA,NA,0.5,,,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,3000,<3,,
1151,43.35099722,101.3930389,Pass Creek I,NA,2012,H,NA,7/10/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,140,48,5,NA,NA,NA,NA,NA,NA,0.4,,,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>4839.2,>4839.2,6200,4,,
1152,43.35099722,101.3930389,Pass Creek I,NA,2012,H,NA,8/15/12,10:42am,NA,NA,NA,19.9,67.8,8.21,332,9.78,NA,,140,48,4,NA,NA,NA,NA,NA,NA,0.3,,,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,4840,1200,nd,,
1153,43.35099722,101.3930389,Pass Creek I,NA,2012,L,NA,9/18/12,11:15am,NA,NA,NA,13.6,56.5,9.41,346.1,9.45,59.7,,150,54,5,NA,NA,NA,NA,NA,NA,nd,,,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,3300,<3,,
1154,43.35099722,101.3930389,Pass Creek I,NA,2012,L,NA,10/10/12,9:30am,NA,NA,NA,5.4,41.7,9.73,348.5,9.66,64.3,,160,55,6,NA,NA,NA,NA,NA,NA,nd,,,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,7800,9,,
1232,43.35099722,101.3930389,Pass Creek I,NA,2013,H,NA,5/13/13,11:42am,NA,NA,NA,17.6,63.7,8.44,437.2,9.95,16,nd,160,54,6,,,,,,,,,,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,36,
1233,43.35099722,101.3930389,Pass Creek I,NA,2013,H,NA,6/18/13,8:00am,NA,NA,NA,15.8,60.5,8.5,438.6,error,12,nd,170,54,7,,,,,,,,,,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,81,
1234,43.35099722,101.3930389,Pass Creek I,NA,2013,H,NA,7/11/13,9:50am,NA,NA,NA,22.3,72.1,8.27,365.2,NA,NA,nd,150,52,6,,,,,,,0.5,,,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,>2419.6,,<3,14,
1235,43.35099722,101.3930389,Pass Creek I,NA,2013,H,NA,8/7/13,11:40am,NA,NA,NA,21.7,71.1,7.95,436.1,8.15,NA,nd,150,52,6,,,,,,,0.4,,,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,>2419.6,330,<3,26,
1236,43.35099722,101.3930389,Pass Creek I,NA,2013,L,NA,9/30/13,10:30am,NA,NA,NA,13.3,56,8.27,333.1,10.49,NA,nd,160,53,6,,,,,,,0.4,,,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,>2419.6,,<3,nd,
474,43.362675,102.3776417,Porcupine Creek II,NA,1993,H,NA,6/10/93,,"6""/----",0.5,,15,59,8.24,458,1.42,,,,,,61,,270,7,0.43,35,0.24,0.015,0.194,0.295,0,0.121,0,0.017,0,1.66,0,0.08,0,0.007,0,0,0.06,,,,,,
475,43.362675,102.3776417,Porcupine Creek II,NA,1993,L,NA,11/18/93,,"5""/7'5""",0.4,7.4,2.5,36.5,8.36,531,13.56,8.83,,,,,77,,298,7,0.38,36,0,0,0.145,0.155,0,0.1,0,0.019,0,0.56,0,0.03,0,0,0,0,1.47,,,,,,
476,43.362675,102.3776417,Porcupine Creek II,NA,1994,H,NA,6/21/94,8:10am,"8""/6'3""",0.7,6.3,18.2,64.76,7.97,141,6.39,11.98,,,,,68,,300,16,0.44,49,0,0,0.2,0.231,0,0.18,0,,0,0.37,0.007,0.08,0,,,,0.06,,,,,,
477,43.362675,102.3776417,Porcupine Creek II,NA,1994,L,NA,,,,,,,,,,,,,,,,54,,256,20,0.4,38,0.2,0,0.139,0.215,0.007,0.12,0.008,,0,0.2,0,0.08,0.0003,,,,0.06,,,,,,
478,43.362675,102.3776417,Porcupine Creek II,NA,1995,H,NA,5/4/95,1:08pm,"2.1'/7'5""",2.1,7.5,13.7,56.66,8.85,65.5,9.86,5.17,,,,,72,,270,9,0.4,44,0,0,0.123,0.126,0,0.124,0,,0,0.34,0,0,0.0004,,,,0.01,,,,,,
479,43.362675,102.3776417,Porcupine Creek II,NA,1995,L,NA,10/3/95,10:18am,"1'4""/10'2""",1.3,10.2,8.03,46.454,7.9,680,7.63,10.9,,,,,60,,278,10,0.33,39,0,0,0.2,0.21,0,0.14,0,,0,0.23,0,0,0.0002,,,,0,,,,,,
480,43.362675,102.3776417,Porcupine Creek II,NA,1996,H,NA,5/14/96,12:56pm,"1'10""/7'4""",1.8,7.3,NA,NA,9.66,700,7.8,17.3,,,,,75,,300,7,0.5,37,0,0,0.17,0.19,0,0.126,0,,0.006,1.12,0,0.09,0.0004,,,,0.03,,,,,,
481,43.362675,102.3776417,Porcupine Creek II,NA,1996,H,NA,9/10/96,11:30am,"7'5""/5'",0.6,5,16.93,62.474,9.14,625,1.44,31.2,,,,,51,,260,7,0.4,34,0.2,0,0.13,0.14,0.006,0.14,0,,0.01,0.41,0.003,0.03,0.0005,,,,0.03,,,,,,
483,43.362675,102.3776417,Porcupine Creek II,NA,1997,H,NA,8/28/97,NA,"1'1""/6'5""",1.1,6.4,2.04,35.672,8.7,583,3.82,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,43.362675,102.3776417,Porcupine Creek II,NA,1998,H,NA,NA,NA,,,,,,,,,,,,,,62,,283,21,0.49,47,0,0,0.1,0.11,0.006,0.1,0,0,0,0.42,0,0.04,0,0,,0,0,,,,,,
486,43.362675,102.3776417,Porcupine Creek II,NA,1999,H,NA,7/1/99,12:40pm,"11""/9'",0.9,9,18.02,64.436,6.97,607,8.32,74.7,,,,,53,,270,6,0.6,55,0,0.43,0.33,0.54,0.007,0.16,0,0,0,3.08,0.003,0.14,0,0,0,0,0.01,,,,,,
487,43.362675,102.3776417,Porcupine Creek II,NA,1999,L,NA,1/6/00,12:40pm,"1'3""/4'2""",1.3,4.2,NA,NA,6.95,590,13.35,11.4,,,,,164,,404,9,0.4,11,0,0.17,0.13,0.13,0.011,0,0,0,0,0.29,0,0.01,0,0,0,0,0.01,,,,,,
488,43.362675,102.3776417,Porcupine Creek II,NA,2000,H,NA,NA,NA,,,,,,,,,,,,,,57,,288,7,0.6,55,0,0.29,0.23,0.25,0.009,0.1,0,0,0,1.6,0,0.1,0,0,0,0,0.1,,,,,,
489,43.362675,102.3776417,Porcupine Creek II,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,58,,270,5,0.4,49,0.28,0,0.14,0.15,0.006,0,0,0,0,0.16,0,0,0,0,0,0,0,,,,,,
490,43.362675,102.3776417,Porcupine Creek II,NA,2003,L,NA,NA,NA,,,,,,,,,,,,,,,,270,6.7,0.55,34,0,0,0.06,0.09,,0.11,0,0,0,0.48,0,0.05,0,0,0,0,0,,,,,,
835,43.362675,102.3776417,Porcupine Creek II,NA,2008,H,NA,6/30/08,NA,NA,NA,NA,NA,NA,7.63,NA ,NA ,7.3,nd,171,56,10,NA,NA,NA,NA,NA,NA,nd,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,>2419.6,,nd,17,
836,43.362675,102.3776417,Porcupine Creek II,NA,2008,H,NA,7/21/08,10:13am,NA,NA,NA,19.3,66.8,7.77,601.8,7.14,47.8,nd,135,43,7,NA,NA,NA,NA,NA,NA,nd,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,>2419.6,,3,37,
837,43.362675,102.3776417,Porcupine Creek II,NA,2008,H,NA,8/18/08,10:30am,NA,NA,NA,13.1,55.6,7.93,547.7,7.03,60.6,nd,170,54,9,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,>2419.6,42,nd,11,
838,43.362675,102.3776417,Porcupine Creek II,NA,2008,H,NA,9/16/08,2:08pm,NA,NA,NA,10.3,50.6,7.98,720.5,7.43,45.3,nd,171,55,9,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722,>2419.6,470,nd,28,
839,43.362675,102.3776417,Porcupine Creek II,NA,2008,L,NA,10/23/08,NA,NA,NA,NA,,,,,,,nd,188,60,11,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,,32,nd,nd,
1027,43.362675,102.3776417,Porcupine Creek II,NA,2011,,NA,5/10/11,11:35am,NA,NA,NA,14.7,58.5,8.43,624.2,NA,NA,NA,210,63,12,78,12,,9,,40,0.05,,0.29,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,2420,,<3,,
1028,43.362675,102.3776417,Porcupine Creek II,NA,2011,,NA,6/7/11,11:44am,NA,NA,NA,14.4,57.9,8.23,620.2,NA,NA,NA,200,61,12,76,12,,10,,44,0.05,,0.19,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,>2419.6,,nd,,
1029,43.362675,102.3776417,Porcupine Creek II,NA,2011,,NA,7/19/11,11:26am,NA,NA,NA,14.8,58.7,8.47,620.3,NA,NA,NA,190,60,11,80,16,,12,,40,0.05,,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,>2419.6,,<3,,
1030,43.362675,102.3776417,Porcupine Creek II,NA,2011,,NA,8/16/11,11:25am,NA,NA,NA,17.1,62.8,8.29,620.4,NA,NA,NA,190,58,10,59,13,,8,,33,0.05,,0.23,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,>2419.6,,<3,130,
1031,43.362675,102.3776417,Porcupine Creek II,NA,2011,,NA,9/21/11,11:53am,NA,NA,NA,9.4,48.9,8.6,402.8,NA,NA,NA,180,56,10,59,14,,9,,29,0.05,,0.34,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,>2419.6,,<3,290,
1032,43.362675,102.3776417,Porcupine Creek II,NA,2011,,NA,10/18/11,11:20am,NA,NA,NA,6.6,43.8,8.72,475.7,12.29,NA,NA,170,54,10,60,11,,9,,37,0.05,,0.12,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,>2419.6,,<3,4300,
155,43.38405556,102.8292361,Cheyenne River II,NA,1997,H,NA,7/16/97,12:26pm,"1'3""/115'5""",1.3,115,27.82,82.076,8.46,2.33,5.45,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,43.38405556,102.8292361,Cheyenne River II,NA,1997,L,NA,10/1/97,3:04pm,"1'3""/----",1.3,,19.24,66.632,8.95,2.54,7.1,20.1,,,,,240,,194,128,0.45,"1,100",1.03,1.03,0.01,0,0,0.04,0,0,0,0.54,0,0,0,0,,0,0,,,,,,
159,43.38405556,102.8292361,Cheyenne River II,NA,1999,H,NA,8/17/99,1:15pm,"       /78'1""",,78,24.9,76.82,,,,15.8,,,,,170,,174,82,0.7,945,0,0.37,0.07,0.08,0,0.06,0,0,0,0.98,0,0.06,0,0,0,0,0,,,,,,
160,43.38405556,102.8292361,Cheyenne River II,NA,1999,L,NA,12/13/99,1:56pm,"1'8""/92'5""",1.7,92,0.57,33.026,7.13,2.43,1.87,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,43.38405556,102.8292361,Cheyenne River II,NA,2000,H,NA,,,,,,,,,,,,,,,,243,,164,123,0.6,1260,0,0.59,0.02,0.06,0,0,0,0,0,0.82,0.003,0.07,0,0,0,0,0.02,,,,,,
162,43.38405556,102.8292361,Cheyenne River II,NA,2000,L,NA,,,,,,,,,,,,,,,,236,,190,85,0.4,1040,1.37,0,0.03,0.03,0,0,0,0.02,0,1.05,0,0.08,0,0,0,0,0,,,,,,
163,43.38405556,102.8292361,Cheyenne River II,NA,2004,H,NA,,,,,,,,,,,,,,,,,,160,132,0.65,1130,0.42,0,0.04,0.05,0,0.06,0,0,0,2,0,0.1,0,0,0,0,0,,,,,,
894,43.38405556,102.8292361,Cheyenne River II,NA,2009,H,NA,5/19/09,10:06am,NA,NA,NA,18.6,65.5,8.02,269.6,10.31,error,nd,980,259,81,,,,,,,nd,,,0.06,,,,,,,,,,,,,,62,914,56,nd,120,
895,43.38405556,102.8292361,Cheyenne River II,NA,2009,H,NA,6/8/09,10:45am,NA,NA,NA,18.9,66,7.92,330.1,9.87,54.2,nd,1100,282,86,,,,,,,0.2,,,0.05,,,,,,,,,,,,,,96,>2419.6,86,nd,87,
896,43.38405556,102.8292361,Cheyenne River II,NA,2009,H,NA,7/15/09,10:45am,NA,NA,NA,18.9,66,8.02,528.6,9.27,139,nd,1000,276,82,,,,,,,nd,,,0.24,,,,,,,,,,,,,,457,>2419.6,1100,2,400,
897,43.38405556,102.8292361,Cheyenne River II,NA,2009,H,NA,8/13/09,10:30am,NA,NA,NA,15.4,59.7,8.11,330.5,7.11,33.6,nd,1100,293,87,,,,,,,nd,,,0.05,,,,,,,,,,,,,,222,>2419.6,350,nd,73,
898,43.38405556,102.8292361,Cheyenne River II,NA,2009,H,NA,9/23/09,12:45pm,NA,NA,NA,14.8,58.7,8.15,273.9,7.54,9.7,nd,1100,277,93,,,,,,,nd,,,0.03,,,,,,,,,,,,,,142,>2419.6,96,nd,47,
952,43.38405556,102.8292361,Cheyenne River II,NA,2004,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,190,129,0.53,,1.2,,,0.01,,0.03,,,,0.36,,0.02,,,,,,,,,,,
1019,43.38405556,102.8292361,Cheyenne River II,NA,2011,,NA,5/11/11,12:20pm,NA,NA,NA,11.4,52.6,8.63,623,10.2,NA,NA,770,211,58,229,15,,123,,885,0.8,,0.05,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,>2419.6,,<3,,
1020,43.38405556,102.8292361,Cheyenne River II,NA,2011,,NA,6/28/11,12:10pm,NA,NA,NA,14.4,58,8.37,615.2,NA,NA,NA,750,202,59,162,11,,119,,783,0.3,,0.05,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3920,>9678.4,,<3,,
1275,43.38405556,102.8292361,Cheyenne River II,NA,2011,,NA,7/27/11,1:57pm,NA,NA,NA,19.4,67,8.37,601.9,NA,NA,NA,1100,301,82,223,15,,142,,1080,0.8,,0.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,816,,<3,,
1276,43.38405556,102.8292361,Cheyenne River II,NA,2011,,NA,8/30/11,12:25pm,NA,NA,NA,21.4,70.6,8.47,604.3,NA,NA,NA,1000,278,82,239,15,,140,,1060,0.6,,0.05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,>2419.6,,<3,,
1277,43.38405556,102.8292361,Cheyenne River II,NA,2011,,NA,9/22/11,1:07pm,NA,NA,NA,14.4,57.9,8.42,580.9,8.09,NA,NA,900,239,75,217,13,,106,,959,0.05,,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,>2419.6,,<3,,
1278,43.38405556,102.8292361,Cheyenne River II,NA,2011,,NA,10/25/11,1:10pm,NA,NA,NA,7.9,46.2,8.56,510.9,7.86,NA,NA,810,220,63,193,12,,95,,816,0.4,,0.02,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,2420,,nd,,
725,43.43606111,102.54595,Wounded Knee IV,NA,1993,H,NA,5/4/93,4:45pm,"6""/11'10""",0.5,11.9,15,59,8.57,428,11.8,,,,,,96,,300,15,0.37,98,0.22,0,0.203,0.5,0.016,0.24,0,0.016,0.009,8.8,0.008,0.24,0,0,0.003,0.001,0.09,,,,,,
726,43.43606111,102.54595,Wounded Knee IV,NA,1993,L,NA,12/7/93,NA,"2'/11""",2,11,0,32,7.32,305,1.83,37.4,,,,,43,,252,10,0.37,47,0.26,0,0.086,0.099,0,0.08,0,0.013,0,3.32,0,0.17,0,0,0,0.0831,0.07,,,,,,
727,43.43606111,102.54595,Wounded Knee IV,NA,1994,H,NA,5/25/94,11:00am,"7""/12'",0.6,12,19.7,67.46,8.6,142,7.96,54.4,,,,,53,,246,17,0.41,55,0,0,0.105,0.145,0.005,0.13,0,,0,1.16,0,0.06,0,,,,0.07,,,,,,
728,43.43606111,102.54595,Wounded Knee IV,NA,1994,L,NA,NA,NA,,,,,,,,,,,,,,48,,238,21,0.35,42,0,0,0.124,0.17,0,0.09,0.036,,0,0.29,0,0.06,0.003,,,,0.01,,,,,,
729,43.43606111,102.54595,Wounded Knee IV,NA,1995,H,NA,6/7/95,NA,,,,NA,NA,,,,,,,,,46,,260,8,0.47,60,0.53,0.038,0.26,0.408,0.011,0.166,0,,0,3.97,0,0.16,0.0003,,,,0.04,,,,,,
730,43.43606111,102.54595,Wounded Knee IV,NA,1995,L,NA,NA,NA,,,,,,,,,,,,,,37,,219,11,0.3,38,0,0,0.21,0.235,0,0.1,0,,0,1.5,0,0.05,0.0004,,,,0.012,,,,,,
731,43.43606111,102.54595,Wounded Knee IV,NA,1996,H,NA,5/22/96,10:54am,"1'7""/14'8""",0,14.7,16.68,62.024,9.89,592,7.3,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,43.43606111,102.54595,Wounded Knee IV,NA,1996,L,NA,9/17/96,10:59am,"9""/7'4""",0.8,7.4,15.9,60.62,10.5,610,1.52,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,43.43606111,102.54595,Wounded Knee IV,NA,1997,H,NA,6/10/97,1:20pm,"2'1""/----",2.1,NA,20.08,68.144,8.29,835,5.24,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,43.43606111,102.54595,Wounded Knee IV,NA,1997,L,NA,9/25/97,1:32pm,"7""/10'",0.6,10,14.58,58.244,8.97,583,5.02,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,43.43606111,102.54595,Wounded Knee IV,NA,1999,H,NA,7/2/99,10:38am,"1'5""/11'",1.4,11,19.11,66.398,8.18,587,9.46,118.8,,,,,42,,252,6,0.6,65,0,0.34,0.52,0.57,0.007,0.24,0,0,0,8.04,0.006,0.34,0,0,0,0,0.03,,,,,,
738,43.43606111,102.54595,Wounded Knee IV,NA,1999,L,NA,1/4/00,2:50pm,"1'1""/",1.1,NA,-0.15,31.73,6.84,540,1.84,15.6,,,,,41,,208,5,0.4,51,0,0.38,0.11,0.17,0.005,0.1,0,0,0,0.71,0,0.02,0,0,0,0,0,,,,,,
740,43.43606111,102.54595,Wounded Knee IV,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,34,,230,3,0.4,57,0,0.28,0.06,0.07,0,0,0,0,0,0.43,0,0.02,0,0,0,0,0.006,,,,,,
866,43.43606111,102.54595,Wounded Knee IV,NA,2008,H,NA,6/30/08,NA,NA,NA,NA,NA,NA,8.06,NA,NA,60,nd,188,63,7,NA,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,>2419.6,NA,nd,100,
867,43.43606111,102.54595,Wounded Knee IV,NA,2008,H,NA,7/22/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,27,2,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,>2419.6,NA,3,260,
868,43.43606111,102.54595,Wounded Knee IV,NA,2008,H,NA,8/13/08,11:06am,NA,NA,NA,18.9,66.1,8.1,512.4,7.57,meter,nd,99,35,3,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,>2419.6,1100,nd,120,
869,43.43606111,102.54595,Wounded Knee IV,dry,2008,H,NA,9/3/08,10:40am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
870,43.43606111,102.54595,Wounded Knee IV,NA,2008,L,NA,10/20/08,1:14pm,NA,NA,NA,9.5,49.1,8.12,637.2,6.92,66,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,,NA,NA,NA,
977,43.43606111,102.54595,Wounded Knee IV,NA,2005,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,200,5.3,0.44,28,0.37,,0.13,0.17,,0.12,,,,1.5,,0.05,,,,,,,,,,85,
1093,43.43606111,102.54595,Wounded Knee IV,NA,2011,,NA,5/25/11,12:15pm,NA,NA,NA,14.3,57.7,8.5,560.2,5.08,NA,NA,210,70,9,44,12,,8,,48,0.4,,0.19,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,>2419.6,,4,52,
1094,43.43606111,102.54595,Wounded Knee IV,NA,2011,,NA,6/23/11,12:15pm,NA,NA,NA,15.6,60,8.54,520.1,,NA,NA,210,70,8,38,13,,8,,39,0.05,,0.15,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,>2419.6,,4,38,
